Media,Url,Date,Title
www.wsj.com,https://duckduckgo.com/y.js?ad_domain=aichatapp.ai&ad_provider=bingv7aa&ad_type=txad&click_metadata=rfS2Buwknba7o3_PJmi7Q6z9rpqiMrIdxvJJwFemktds1Ke9QlfGX21zNEii82l8NdOzdK8ck1VitLBgRpwzeCrjq%2DriIy8Hcy%2DkD2%2Dfd1OgOM0GZTU5f38HMn0qKkCb.uvhBRZR70a3llTITfd_EbQ&eddgt=9_aiL2AKxzUACQeAkNt_eA%3D%3D&rut=6ca401bec02f3a1f68484861984312835a6558e5614a102f8f68a0da1e29dfaf&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8yK5sS7p1ZEKYzDsxbcnwGzVUCUxfVx5zS7nJ6PfiMM_830cm5379N4RxGLg8caxZjsDy7%2Dfgsz5GKxLOmW5rshsLDyPndYjzOcLiUr5tOJYve8GKEM3yhTCKUtIoZmzJ4N5lx8xX8IgfGJsR_LeJ7WXhdKuVjaiyHHiP3wzL1A1s3H4b41E5XBiO1JibiP%2D51rF2vjUU3uQiI331I6%2Dxa5VN_hg%26u%3DaHR0cHMlM2ElMmYlMmZjaGF0LmFpY2hhdGFwcC5haSUyZnBsJTJmb25ib2FyZGluZyUzZmxhbmRpbmclM2R2MiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZDQ4NzA3NDYyOSUyNnV0bV90ZXJtJTNkb3BlbmFpJTI2dXRtX2FkZ3JvdXAlM2QxMjMyNTUzNzk0MzA4MjMxJTI2dXRtX25ldHdvcmslM2RvJTI2dXRtX2RldmljZSUzZGMlMjZ1dG1fbWF0Y2h0eXBlJTNkZSUyNnV0bV9sb2NfcGh5c2ljYWxfbXMlM2QxMzc0MDIlMjZtc2Nsa2lkJTNkZGIyZTI0ZjdkNTlhMThkNjQ1Mjk0ZGU5YmJjMWUwYjg%26rlid%3Ddb2e24f7d59a18d645294de9bbc1e0b8&vqd=4-274862628353812615876585995052251898763&iurl=%7B1%7DIG%3D73D60820F8C043F1A3D01229E7D6018C%26CID%3D38718467220D6B670F4A92CD23A56A16%26ID%3DDevEx%2C5032.1,,Zyskaj nieograniczony dostęp doOpenAI
www.wsj.com,https://www.wsj.com/us-news/climate-environment/a-ceo-who-doesnt-equivocate-about-climate-global-warming-net-zero-emissions-ceo-corporate-e21a5d40,,No H1 Found
www.wsj.com,https://www.wsj.com/finance/investing/the-11-yield-that-isnt-in-your-mutual-fund-f8089905,,No H1 Found
www.wsj.com,https://www.wsj.com/business/earnings/salesforce-crm-q2-earnings-report-2023-a50e9498,,Error
www.wsj.com,https://www.wsj.com/business/media/shari-redstones-national-amusements-strikes-deal-with-lenders-195dc8a7,,Error
www.wsj.com,https://www.wsj.com/tech/tiktok-employees-say-executive-moves-to-u-s-show-china-parents-influence-ef5ff21f,,Error
www.wsj.com,https://duckduckgo.com/y.js?ad_domain=udemy.com&ad_provider=bingv7aa&ad_type=txad&click_metadata=O9BhMVZyS_sBx_0zUPdHPAcYaDQTqPnWyUEgFO4bGS4ZC4azG0zMPQeJr7QyZGgpaDcM6ev_RXT8z6LhVKn7NkReimxbhbq7wRuOnYOyrPXkUlpQ2NpW7ky3xOREAhCh.KbE1cq%2D5FtTSk4VLy2jr5A&eddgt=9_aiL2AKxzUACQeAkNt_eA%3D%3D&rut=03c40b068c3bf3bc5f4a43732b2ebc34109ac5d5735da798827d5f35e66dc704&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8AySjcrafhvaUjHsVAMhgwDVUCUxfdMiLxUMnQHYP%2D4cPd0OYTfDBH7noSgmpfZCR6lPkplDSWu3Dt4tpYKULykRsiIhO3qlYBoLNLJZJSIUK2nZ4Voii0dDBE4oNsfIJCwcrwQutAyt25RFBrwVWSPb7GUWmI7MxVxaGNy4cQ%2DApY9Az8dyaiWVkYIWLm5gUUb8nZNke286eg1uqFSkdJv6Mrco%26u%3DaHR0cHMlM2ElMmYlMmZ3d3cudWRlbXkuY29tJTJmY291cnNlJTJmbWFzdGVyaW5nLWF6dXJlLW9wZW5haS1mcm9tLXplcm8tdG8taGVybyUyZiUzZnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZHVkZW15YWRzJTI2dXRtX2NhbXBhaWduJTNkQkctU2VhcmNoX0RTQV9CZXRhX1Byb2ZfbGEuRU5fY2MuUk9XLUVuZ2xpc2glMjZjYW1wYWlnbnR5cGUlM2RTZWFyY2glMjZwb3J0Zm9saW8lM2RCaW5nLVJPVy1FbmdsaXNoJTI2bGFuZ3VhZ2UlM2RFTiUyNnByb2R1Y3QlM2RDb3Vyc2UlMjZ0ZXN0JTNkJTI2YXVkaWVuY2UlM2REU0ElMjZ0b3BpYyUzZCUyNnByaW9yaXR5JTNkQmV0YSUyNnV0bV9jb250ZW50JTNkZGVhbDQ1ODQlMjZ1dG1fdGVybSUzZF8uX2FnXzEzMjYwMTM0MTE2NzYzNjRfLl9hZF9fLl9rd19JVCUyNTIwZW5fLl9kZV9jXy5fZG1fXy5fcGxfXy5fdGlfZGF0LTIzMzQ2NzU1MDMyNzY1NjQlM2Fsb2MtMTUxXy5fbGlfMTM3NDAyXy5fcGRfXy5fJTI2bWF0Y2h0eXBlJTNkYiUyNm1zY2xraWQlM2RlMDgyNjQxMGMzY2IxZGM1NDU1YTBkMGVhZDkwYzQyOQ%26rlid%3De0826410c3cb1dc5455a0d0ead90c429&vqd=4-323452653251647023322465890165761233431&iurl=%7B1%7DIG%3D73D60820F8C043F1A3D01229E7D6018C%26CID%3D38718467220D6B670F4A92CD23A56A16%26ID%3DDevEx%2C5049.1,,Error
www.breitbart.com,https://duckduckgo.com/y.js?ad_domain=aichatapp.ai&ad_provider=bingv7aa&ad_type=txad&click_metadata=sKRQoY44nDUZskBRgAJUM3tSGIXh%2DiXvep2wXurs1NIFc3kAL1OjM6sMOFZ_Slnx%2DSbZJEUumtpPNenrhb9d%2DnuGYOkoxgBs0rCwi9KJnhY_gcBDZIr1bsecbslip2UH.Z8fcUOqIJdf7fcnakh6XwQ&eddgt=UvU1lQfIgpnhtNeVAGM7kQ%3D%3D&rut=9dbd0a35348bd457a31328bce6edbbcc461b1ff6ef9a69bc677c5013e6243299&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8ykSQqKgoBTB9_bghWCdxxTVUCUxbiXMRQnvqaCFYv044jw7tQFZnOroUxA_dG12AuOyZj3k_evJOzDdXMR2yYYU8mRq4fSMK2%2D77EcZHQJLV4XaDVHBE0vImSCifNnDFEocD1_062slD64a%2Dlqp2ajGJtVrhecS4dU0Q8_ErXuKmYrwg3a3BhpGU68kTb1xRaea_l0QD36NzIQH_1XeiFoSsOZE%26u%3DaHR0cHMlM2ElMmYlMmZjaGF0LmFpY2hhdGFwcC5haSUyZnBsJTJmb25ib2FyZGluZyUzZmxhbmRpbmclM2R2MiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZDQ4NzA3NDYyOSUyNnV0bV90ZXJtJTNkb3BlbmFpJTI2dXRtX2FkZ3JvdXAlM2QxMjMyNTUzNzk0MzA4MjMxJTI2dXRtX25ldHdvcmslM2RvJTI2dXRtX2RldmljZSUzZGMlMjZ1dG1fbWF0Y2h0eXBlJTNkZSUyNnV0bV9sb2NfcGh5c2ljYWxfbXMlM2QxMzY3OTklMjZtc2Nsa2lkJTNkNWJkMTViYzY0OTYwMTY2OGMwODAzMmQ4MjcwYTRhNzM%26rlid%3D5bd15bc649601668c08032d8270a4a73&vqd=4-222864186112554814326253909298273794339&iurl=%7B1%7DIG%3D05187161BD3F47C9856059C7C9E4EFC0%26CID%3D3EB16E4F82546745281278E583B966D3%26ID%3DDevEx%2C5045.1,"Sep 4, 2023",Error
www.breitbart.com,https://duckduckgo.com/y.js?ad_domain=udemy.com&ad_provider=bingv7aa&ad_type=txad&click_metadata=nwWjSIEYFZqSbeTGJbYe54FHFTZY06cZSHHHV3fCSjSfmK3WcoxLembvyYSq3xFrYeDpC0OgtMb0wnpZsM4nLuVmlHP28WDo0KzWy4lUZ5oLeeN6n98kjBykDf1ptqQw.%2DTaCkwCQFnOv8W32D5T5ZQ&eddgt=UvU1lQfIgpnhtNeVAGM7kQ%3D%3D&rut=c9bbd0bbb6045300f89e9b498eaaa35f9e7061a6d7137c59ed6d923bbbb963da&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8G8bkBbvMhySeSXt8fpldMjVUCUxZKgqFWiF06LfYgb2uGqHdgJZ2uYTNoRjMX8CXhT5QuHcpNXeElAPcpxDXv9s2XhoKkhGNy88CtZMcomqluNrdmX_5z96WcOY_5l4_mN4hdPWB9bcfPyM6DZrR0K7N1PbYnCz9KlhaTOsIk706DFp5MQxuKBpYYv_UMuqn%2D6zTgmHNyFjmFigM4gBj2MIONsw%26u%3DaHR0cHMlM2ElMmYlMmZ3d3cudWRlbXkuY29tJTJmY291cnNlJTJmb3BlbmFpLWFwaS1jaGF0Z3B0LWZvci1hdXRvbWF0aW5nLWJ1c2luZXNzLXByb2R1Y3Rpdml0eSUyZiUzZnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZHVkZW15YWRzJTI2dXRtX2NhbXBhaWduJTNkQkctU2VhcmNoX0RTQV9CZXRhX1Byb2ZfbGEuRU5fY2MuUk9XLUVuZ2xpc2glMjZjYW1wYWlnbnR5cGUlM2RTZWFyY2glMjZwb3J0Zm9saW8lM2RCaW5nLVJPVy1FbmdsaXNoJTI2bGFuZ3VhZ2UlM2RFTiUyNnByb2R1Y3QlM2RDb3Vyc2UlMjZ0ZXN0JTNkJTI2YXVkaWVuY2UlM2REU0ElMjZ0b3BpYyUzZCUyNnByaW9yaXR5JTNkQmV0YSUyNnV0bV9jb250ZW50JTNkZGVhbDQ1ODQlMjZ1dG1fdGVybSUzZF8uX2FnXzEzMjQ5MTM4OTk5MTgwMTFfLl9hZF9fLl9rd19EZXYlMjUyMGVuXy5fZGVfY18uX2RtX18uX3BsX18uX3RpX2RhdC0yMzM0NjA2NzgzODI3MDA2JTNhbG9jLTE1MV8uX2xpXzEzNjc5OV8uX3BkX18uXyUyNm1hdGNodHlwZSUzZGIlMjZtc2Nsa2lkJTNkMzI0NjJjYjI4MTAxMWRkYjgxZDQ0NWFjZWY2YjQzMDk%26rlid%3D32462cb281011ddb81d445acef6b4309&vqd=4-50775318158375514592642777344448012272&iurl=%7B1%7DIG%3D05187161BD3F47C9856059C7C9E4EFC0%26CID%3D3EB16E4F82546745281278E583B966D3%26ID%3DDevEx%2C5062.1,"Sep 20, 2023",Error
www.breitbart.com,https://www.breitbart.com/tech/2023/09/04/privacy-nightmare-new-york-city-subways-payment-system-could-expose-travelers-movements-to-crooks/,"Sep 15, 2023",Error
www.breitbart.com,https://www.breitbart.com/entertainment/2023/09/20/disneys-the-marvels-director-nia-dacosta-surprised-shes-getting-respect-from-the-middle-aged-white-dudes-shes-working-with/,"Sep 26, 2023",Error
www.breitbart.com,https://www.breitbart.com/border/2023/09/15/mexican-judge-convicts-12-state-cops-mass-murder-and-incineration-of-19-victims/,"Sep 29, 2023",Error
www.breitbart.com,https://www.breitbart.com/tech/2023/09/26/bezos-faces-the-music-ftc-and-17-states-sue-amazon-alleging-monopolistic-practices/,"Sep 28, 2023",Error
www.breitbart.com,https://www.breitbart.com/politics/2023/09/29/watch-dianne-feinstein-assailed-illegal-aliens-anchor-babies-as-very-real-problem-straining-medicaid-schools-housing/,"Aug 27, 2023",Error
www.breitbart.com,https://www.breitbart.com/tech/2023/09/28/google-antitrust-trial-microsoft-bing-was-a-bargaining-chip-for-apple-executives/,"Aug 28, 2023",Error
www.breitbart.com,https://www.breitbart.com/europe/2023/08/27/staggering-security-breach-londons-metropolitan-police-officer-database-hacked/,"Sep 14, 2023",Error
www.breitbart.com,https://www.breitbart.com/sports/2023/08/28/simone-biles-wins-a-record-8th-us-gymnastics-title-a-full-decade-after-her-first/,"Sep 22, 2023",Error
www.breitbart.com,https://www.breitbart.com/politics/2023/09/14/donald-trump-jr-wonders-how-long-until-doj-drops-another-trump-indictment-change-narrative/,"Aug 17, 2023",Error
www.breitbart.com,https://www.breitbart.com/politics/2023/09/22/democrat-senator-bob-menendez-denies-bribery-allegations-indictment/,"Aug 24, 2023",Error
www.breitbart.com,https://duckduckgo.com/y.js?ad_domain=pluralsight.com&ad_provider=bingv7aa&ad_type=txad&click_metadata=HxdvwTGHnyyAfyObDfgHANomrDRZbxU9TLFzKA1P1BwSoSrtKS%2DZ7wDssM2jXwHwBXn84jXRtUV1xS0wVFccwsPB0E%2DoY%2D3sXefl6dMmA9JdMxkO2MXYcVwuZozTDS43.Pa7kcIMIN6lDNwHdjiyO7g&eddgt=UvU1lQfIgpnhtNeVAGM7kQ%3D%3D&rut=b8cb357dd7f5d57d3b13e25d67d29f4645dcd4aa5d430767af12f67c902e90ae&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8hgkB4Qt84zMMKYanzq7aUDVUCUyqEKevr7VYUu8U68VAT7dOVJDK3xroVM43BfBLXO6Uw6Nwhb9bADCBbYjz7Dv2KvRQ9Taq9JRnn2qm5HCeX7yyPmCdUcd2xBf1Yve%2DWFVXRoHrGMTMZr7U8F3SGPbLtATmunOw1gCt3zeABuDJmbY5b5SmpsDiDz4e6sETgu0kMEPKxa2SlTR1jzhz3TBTKDU%26u%3DaHR0cHMlM2ElMmYlMmZ3d3cucGx1cmFsc2lnaHQuY29tJTJmcGF0aHMlMmZvcGVuYWktZm9yLWRldmVsb3BlcnMlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RwYWlkLXNlYXJjaCUyNnV0bV9jYW1wYWlnbiUzZGIyYy1lbWVhLWFsbC1jb24tcHVyLWJuZy1wYWlkX3NlYXJjaC1ldmctZHNhJTI2dXRtX2FkZ3JvdXAlM2RuYl9wYXRocyUyNnV0bV90ZXJtJTNkJTI1MkZwYXRocyUyNTJGJTI2dXRtX2NvbnRlbnQlM2RmcmVlLXRyaWFsJTI2bXNjbGtpZCUzZGQ0NTcxYmRjNDJhNDEwNjM1MjE3NzJjMjJjY2U5MjQx%26rlid%3Dd4571bdc42a41063521772c22cce9241&vqd=4-100727045905171428792654368043664359768&iurl=%7B1%7DIG%3D05187161BD3F47C9856059C7C9E4EFC0%26CID%3D3EB16E4F82546745281278E583B966D3%26ID%3DDevEx%2C5066.1,"Sep 26, 2023",Error
www.breitbart.com,https://duckduckgo.com/y.js?ad_domain=aichatapp.ai&ad_provider=bingv7aa&ad_type=txad&click_metadata=ZBV2H19AtTnYlOdeVZARaiCBoyIJ_bi13cAcH5KC8M8Lrag8uxpZEMR3XlWNHrdDG_q2OO00TjRWFErtzBcPdei7jKy5pvBVRbPgsiJ15A5OunqfomUiRl%2DWRhhhlsZP.7pwjzRLh8jKDsatx_FFsUw&eddgt=FbeyXv76HTb40jEYn4Z3EQ%3D%3D&rut=f75be571152797d3f2dfd7c0bc2c4a9e4c5dda8befa0e53e36763f2a7097feb4&u3=https%3A%2F%2Fwww.bing.com%2Faclick%3Fld%3De8ARSqi9cpTpDupZpwwh1cRTVUCUyz%2DdmRqqzfAr_wuTl85%2DH3FJCgtovHpjF4Y2xJerW%2DKSYd5j_pHIqX4gW9jjFZjktppapK66%2DnGdyIA6I2qv2cWufe46rk7xxDD1PvsUnB3LjSxsO44ExaT2AvIKaj80RTawabg7lbQGsdI1K4uSHi%2DPllALLrMzy28_4BVZs1%2D0749Vs8BDun%2DIeolMzvA6o%26u%3DaHR0cHMlM2ElMmYlMmZjaGF0LmFpY2hhdGFwcC5haSUyZnBsJTJmb25ib2FyZGluZyUzZmxhbmRpbmclM2R2MiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZDQ4NzA3NDYyOSUyNnV0bV90ZXJtJTNkb3BlbmFpJTI2dXRtX2FkZ3JvdXAlM2QxMjMyNTUzNzk0MzA4MjMxJTI2dXRtX25ldHdvcmslM2RvJTI2dXRtX2RldmljZSUzZGMlMjZ1dG1fbWF0Y2h0eXBlJTNkZSUyNnV0bV9sb2NfcGh5c2ljYWxfbXMlM2QxMzc0MDIlMjZtc2Nsa2lkJTNkNTc5OTJkZjBiMTgzMTM1OGMzYWI0NGVlZGZlZmZiZTM%26rlid%3D57992df0b1831358c3ab44eedfeffbe3&vqd=4-329767706688768999315011853305903787994&iurl=%7B1%7DIG%3D7FCFE916BF6D4525847476C3E52904B5%26CID%3D2997AE41A1C6696B2011B8EBA06E6888%26ID%3DDevEx%2C5042.1,"Sep 20, 2023",Error
www.breitbart.com,https://www.breitbart.com/latin-america/2023/08/17/ecuador-ex-president-who-threatened-anti-socialist-candidate-claims-killing-right-wing-plot/,"Aug 25, 2023",Error
www.breitbart.com,https://www.breitbart.com/crime/2023/08/24/police-north-carolina-woman-faked-being-murdered-tire-iron/,"Aug 14, 2023",Error
www.breitbart.com,https://www.breitbart.com/politics/2023/09/26/pennsylvania-democrat-announces-primary-bid-challenging-sen-bob-casey/,"Sep 7, 2023",Error
www.breitbart.com,https://www.breitbart.com/border/2023/09/20/video-migrants-force-their-way-into-mexican-government-building-demanding-travel-documents/,"Aug 17, 2023",Error
www.breitbart.com,https://www.breitbart.com/europe/2023/08/25/russia-talks-annexing-georgia-republics-to-teach-west-a-lesson/,"Sep 10, 2023",Error
www.breitbart.com,https://www.breitbart.com/sports/2023/08/14/peyton-manning-to-teach-communications-course-at-tennessee/,"Sep 26, 2023",Error
www.breitbart.com,https://www.breitbart.com/politics/2023/09/07/nikki-haley-catches-ron-desantis-ties-second-place-new-hampshire/,"Sep 26, 2023",Error
www.breitbart.com,https://www.breitbart.com/europe/2023/08/17/weve-shot-down-three-russian-attack-helicopters-this-week-says-ukraine/,"Sep 15, 2023",Error
www.breitbart.com,https://www.breitbart.com/middle-east/2023/09/10/israeli-opposition-rallies-against-judicial-reform-on-eve-of-supreme-court-hearing/,"Sep 1, 2023",Error
www.breitbart.com,https://www.breitbart.com/2nd-amendment/2023/09/26/armed-farmer-thwarts-robbery-while-taking-sons-concert-fancy-burgers/,"Sep 18, 2023",Error
